date,closeprice,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60
2009/3/17,50,91.63,86.28,76.88,70.36,1.092,0.827,0.265,8.89,3.7,34.85,13.31,24.23,88.49,77.48,74.77,60.17,-0.669,-1.696,1.027,20.21,18.45,27.11,36.12,35.2,54.34,49.22,-2.048,-0.751,-1.297,12.63,21.87,26.18,50.86,62.1,65.8,74.2,6.694,7.558,-0.864,21.17,18.98,39.18,0.1687,1.0206,1.168,1.054,0.348,0.447,7.54,12.34,-4.72,42,52,35.53,37.97,45.36,52.02,47.77,44.77,37.3
2009/3/18,50.4,93.59,88.72,79.81,71.97,1.145,0.891,0.254,3.92,2.22,35.06,12.77,25.83,88.78,77.58,75.87,60.9,-0.653,-1.693,1.04,20.64,18.35,27.2,36.64,35.37,55.15,49.76,-2.032,-0.748,-1.284,12.88,21.81,26.1,51.27,62.24,66.32,74.33,6.71,7.561,-0.851,21.12,18.93,39.18,0.1712,0.8589,1.1387,1.054,0.347,0.447,7.73,12.95,-3.92,63,34,30.76,37.95,43.49,51.87,47.75,44.74,36.31
2009/3/19,49.2,84.35,87.26,54.1,60.93,1.13,0.939,0.191,77.78,34.14,32.26,15.22,26.55,85.15,76.37,70.69,58.4,-0.694,-1.701,1.007,20.63,18.19,27.23,35.09,34.86,52.62,48.09,-2.066,-0.755,-1.311,12.96,21.79,26.08,50.04,61.83,64.69,73.92,6.676,7.554,-0.878,21.1,18.92,39.18,0.1655,0.92,1.1387,1.0548,0.316,0.447,4.74,10.07,-6.15,13,27,32.21,38.5,43.62,51.97,47.81,44.8,36.45
2009/3/20,47.7,65.99,80.17,35.98,50.22,1.028,0.957,0.071,100,70.73,28.93,20.86,25.81,80.94,74.97,60.18,54.59,-0.759,-1.714,0.955,20.13,17.75,27.23,33.15,34.21,49.01,45.84,-2.11,-0.764,-1.346,12.96,21.79,26.08,48.5,61.31,62.41,73.39,6.632,7.546,-0.914,21.1,18.92,39.18,0.1511,0.987,1.1082,1.0538,0.335,0.447,1.14,6.64,-8.94,22,11,34.04,37.55,42.04,51.21,47.91,44.75,37.4
2009/3/23,50.3,73.88,78.07,62.9,62.81,1.033,0.972,0.061,10.34,7.32,28.55,18.15,25.56,86.45,78.8,69.88,59.66,-0.454,-1.462,1.008,19.17,16.9,25.73,36.51,35.33,54.95,49.63,-2.033,-0.748,-1.285,12.96,21.79,26.08,51.16,62.2,66.19,74.3,6.708,7.561,-0.853,21.1,18.92,39.18,0.1654,1.0575,1.1364,1.0623,0.373,0.45,6.06,12.23,-3.91,87,32,35.94,39.27,42.99,51.45,48.06,45.08,41.89
2009/3/24,52.4,82.59,79.58,73.96,69.68,1.158,1.009,0.149,0,0,35.12,16.37,26.34,87.29,79.08,74.84,63.01,-0.363,-1.444,1.081,21.59,16.32,26.28,39.23,36.24,58.82,52.32,-1.946,-0.731,-1.215,14.41,21.43,25.66,53.32,62.92,68.74,74.99,6.796,7.578,-0.782,20.83,18.67,39.18,0.1681,1.1111,1.1001,1.0638,0.366,0.45,9.51,16.6,0.17,82,65,37.43,38.23,41.28,51.75,48.23,45.13,43.71
2009/3/25,52.2,83.36,80.84,71.42,68.35,1.251,1.057,0.194,15.09,15.09,35.62,15.28,27.31,85.43,78.46,74.44,62.71,-0.36,-1.443,1.083,22.39,16.16,26.44,38.97,36.15,58.48,52.08,-1.943,-0.73,-1.213,14.89,21.31,25.53,53.11,62.85,68.51,74.93,6.799,7.579,-0.78,20.74,18.59,39.18,0.1584,1.0088,1.0693,1.0599,0.364,0.449,8.25,15.82,-0.13,11,37,36.11,38.21,40.69,51.62,48.1,44.95,42.42
2009/3/26,51.7,80.73,80.8,64.51,64.89,1.284,1.102,0.182,24.53,24.53,32.79,16.41,27.74,84.26,78.07,73.38,61.96,-0.374,-1.446,1.072,22.39,16.16,26.44,38.32,35.93,57.61,51.45,-1.957,-0.733,-1.224,14.89,21.31,25.53,52.6,62.68,67.93,74.76,6.784,7.576,-0.792,20.74,18.59,39.18,0.1489,1.0107,1.0669,1.0585,0.354,0.449,6.47,14.38,-1,17,37,36.52,38.28,40.55,51.63,48.08,44.96,41.3
2009/3/27,51.9,80.23,80.61,66.15,65.66,1.306,1.143,0.163,23.91,20.76,31.23,15.62,28.14,84.73,78.22,73.81,62.26,-0.369,-1.445,1.076,22.39,16.16,26.44,38.58,36.02,57.96,51.7,-1.951,-0.732,-1.219,14.89,21.31,25.53,52.8,62.75,68.17,74.83,6.79,7.577,-0.787,20.74,18.59,39.18,0.1501,1.0044,1.0611,1.0585,0.353,0.449,6.12,14.47,-0.53,43,48,36.54,38.06,40.07,51.56,48.08,44.96,40.08
2009/3/30,52,80.53,80.58,67.1,66.07,1.29,1.172,0.118,45.45,18.87,29.41,18.6,27.74,87.14,81.19,74.07,62.43,-0.035,-1.163,1.128,21.91,15.81,25.71,38.71,36.06,58.14,51.83,-1.949,-0.731,-1.218,14.89,21.31,25.53,52.91,62.78,68.28,74.86,6.793,7.578,-0.785,20.74,18.59,39.18,0.1738,0.7596,1.0091,1.0428,0.353,0.446,5.55,14.31,-0.27,88,58,36.47,36.75,39.79,51.53,48.04,44.71,38.87
2009/3/31,51.4,76.96,79.37,55.45,61.15,1.266,1.191,0.075,72.72,30.19,31.3,17.33,27.81,85.54,80.66,70.23,60.9,-0.041,-1.164,1.123,21.6,15.59,25.71,37.93,35.8,57.07,51.07,-1.966,-0.735,-1.231,14.89,21.31,25.53,52.29,62.58,67.58,74.67,6.776,7.574,-0.798,20.74,18.59,39.18,0.1792,0.8919,1.0095,1.0434,0.357,0.446,3.61,12.66,-1.37,31,26,36.83,36.95,39.88,51.3,48.04,44.67,37.95
2009/4/1,50.7,70.17,76.3,44.24,55.77,1.191,1.191,0,100,43.4,29.31,19.67,27.23,83.66,80.03,65.77,59.09,-0.063,-1.169,1.106,21.56,15.56,25.71,43.76,38.45,55.01,49.22,-1.752,-0.938,-0.814,14.7,21.04,24.97,41.87,53.12,65.29,72.4,6.098,7.279,-1.181,21.43,19.22,36.77,0.1567,0.8168,1.0263,1.0369,0.362,0.446,1.72,10.83,-2.65,2,16,37.35,36.27,39.95,51.28,48.06,44.67,37.19
2009/4/2,52.4,75.77,76.12,65.44,64.26,1.187,1.19,-0.003,19.05,11.32,29.18,17.96,26.99,88.21,81.55,75.08,63.09,-0.013,-1.159,1.146,21.56,15.56,25.71,45.96,39.19,59.24,52.45,-1.695,-0.927,-0.768,14.62,20.93,24.97,43.61,53.7,67.16,72.99,6.155,7.29,-1.135,21.35,19.14,36.77,0.1585,0.82,1.0507,1.0365,0.372,0.446,4.52,14.25,0.66,69,43,37.54,36.62,40.23,50.58,48.17,44.75,38.33
2009/4/3,52.6,70.94,74.39,67.27,65.14,1.204,1.193,0.011,38.71,22.22,33.02,16.5,27.45,86.8,81.08,75.55,63.41,0.007,-1.155,1.162,22.57,15.3,25.92,46.22,39.27,59.65,52.72,-1.67,-0.922,-0.748,15.21,20.67,24.79,43.82,53.77,67.37,73.06,6.18,7.295,-1.115,21.76,18.94,36.88,0.1502,0.827,1.0488,1.0332,0.362,0.445,4.49,14.34,1.11,46,44,37.47,36.61,40.14,50.58,48.16,44.61,37.19
2009/4/6,52.4,65.57,71.45,63.1,63.41,1.186,1.192,-0.006,45.16,45.16,30.07,17.37,27.4,86.86,83.01,73.8,62.8,0.304,-0.863,1.167,21.8,14.78,25.44,45.96,39.19,59.24,52.45,-1.676,-0.923,-0.753,15.21,20.67,24.79,43.61,53.7,67.16,72.99,6.174,7.294,-1.12,21.76,18.94,36.88,0.1436,0.8706,1.0472,1.0326,0.363,0.445,3.67,13.66,0.79,32,13,35.4,36.43,40.12,50.55,48.16,44.6,36.09
2009/4/7,52.1,58.77,67.22,56.52,60.73,1.12,1.178,-0.058,54.84,54.84,28.08,19.05,26.81,85.93,82.7,71.31,61.92,0.287,-0.867,1.154,21.57,14.62,25.44,45.57,39.06,58.61,52.05,-1.685,-0.925,-0.76,15.21,20.67,24.79,43.3,53.6,66.85,72.89,6.165,7.292,-1.127,21.76,18.94,36.88,0.1426,0.8855,1.0475,1.0333,0.343,0.445,2.57,12.74,0.28,18,10,35.42,34.41,40.15,50.37,48.16,44.6,35.07
2009/4/8,50.2,43.94,59.46,30.96,46.81,0.971,1.137,-0.166,85.72,85.72,24.91,23.21,25.15,80.04,80.73,58.78,56.84,0.211,-0.882,1.093,21.05,16.17,25.01,43.12,38.24,53.63,48.54,-1.757,-0.939,-0.818,15.05,20.46,24.79,41.35,52.95,64.7,72.22,6.093,7.278,-1.185,21.57,18.78,36.88,0.1393,0.9522,1.0617,1.0359,0.369,0.446,-1.31,8.41,-3.3,20,16,36.99,35.6,40.89,50.62,48.2,44.73,37.02
2009/4/9,52.4,51.52,56.81,58.27,58.92,0.941,1.098,-0.157,33.33,33.33,26.45,20.97,24.18,86.86,83.01,73.8,62.8,0.275,-0.869,1.144,21.05,16.17,25.01,45.96,39.19,59.24,52.45,-1.692,-0.926,-0.766,15.05,20.46,24.79,43.61,53.7,67.16,72.99,6.158,7.291,-1.133,21.57,18.78,36.88,0.1476,0.9636,1.0599,1.0359,0.382,0.448,2.59,12.72,1,65,14,38.25,36.72,40.93,50.97,48.42,44.91,39.69
2009/4/10,53,61.33,58.32,63.23,61.57,0.948,1.068,-0.12,12.82,19.05,27.97,20.03,23.63,88.72,83.63,76.66,64.1,0.293,-0.865,1.158,21.05,16.17,25.01,46.73,39.44,60.44,53.25,-1.675,-0.923,-0.752,15.05,20.46,24.79,44.23,53.91,67.77,73.19,6.175,7.294,-1.119,21.57,18.78,36.88,0.1423,0.9528,1.0507,1.0335,0.371,0.448,3.41,13.52,2.21,50,16,38.04,36.33,40.76,50.94,48.41,44.87,38.73
2009/4/13,52.7,65.49,60.71,58.86,59.44,0.944,1.043,-0.099,20.51,26.19,28.6,18.84,23.41,89.07,85.44,73.53,63.1,0.542,-0.584,1.126,20.55,15.78,24.16,46.35,39.32,59.85,52.85,-1.683,-0.925,-0.758,15.05,20.46,24.79,43.92,53.81,67.47,73.09,6.166,7.292,-1.126,21.57,18.78,36.88,0.1407,0.9382,1.0255,1.0324,0.369,0.448,2.56,12.41,1.7,21,11,37.4,36.1,40.06,50.94,48.38,44.86,37.61
2009/4/14,52.5,66.68,62.7,55.65,57.96,0.898,1.014,-0.116,25.64,30.95,26.75,21.77,22.47,88.45,85.24,71.59,62.46,0.523,-0.587,1.11,20.22,15.53,24.16,46.09,39.23,59.45,52.59,-1.689,-0.926,-0.763,15.05,20.46,24.79,43.71,53.74,67.27,73.02,6.161,7.291,-1.13,21.57,18.78,36.88,0.1427,0.9389,1.0269,1.0316,0.362,0.447,1.92,11.55,1.36,36,15,37.39,36.07,39.95,50.86,48.36,44.83,36.49
2009/4/15,52,63.5,62.97,47.56,54.19,0.828,0.977,-0.149,55.55,42.86,24.67,22.36,21.22,86.9,84.72,67.14,60.9,0.501,-0.592,1.093,20.04,15.39,24.16,45.44,39.01,58.4,51.91,-1.704,-0.929,-0.775,15.05,20.46,24.79,43.2,53.57,66.74,72.85,6.146,7.288,-1.142,21.57,18.78,36.88,0.1417,0.9493,1.045,1.032,0.364,0.447,0.79,10.17,0.46,32,25,37.62,36.18,39.7,50.88,48.19,44.84,35.58
2009/4/16,51.3,56.86,60.93,37.91,49.22,0.747,0.931,-0.184,81.48,59.52,23.2,21.02,20.06,84.73,84,61.77,58.85,0.481,-0.596,1.077,20.04,15.39,24.16,44.54,38.71,56.76,50.06,-1.724,-0.933,-0.791,15.05,20.46,24.79,42.48,53.33,65.97,72.61,6.125,7.284,-1.159,21.57,18.78,36.88,0.1188,0.9099,0.979,1.022,0.367,0.446,-0.76,8.37,-0.82,12,7,37.93,34.42,37.33,50.49,47.9,44.73,34.92
2009/4/17,50.4,44.74,55.53,28.58,43.51,0.632,0.871,-0.239,88.57,79.49,20.72,23.68,19.1,81.94,83.07,56.01,56.4,0.443,-0.603,1.046,19.76,15.18,24.16,43.37,38.32,54.18,48.81,-1.751,-0.938,-0.813,15.05,20.46,24.79,41.56,53.02,64.93,72.29,6.099,7.279,-1.18,21.57,18.78,36.88,0.1164,0.7597,0.926,1.0133,0.372,0.446,-2.76,6.12,-2.46,86,24,37.47,34.62,37.41,50.52,47.94,44.66,34.58
2009/4/20,51.9,49.48,53.51,52.78,53.49,0.581,0.813,-0.232,26.92,41.03,19.33,22.09,18.21,81.81,82.65,63.16,59.52,0.586,-0.365,0.951,19.22,14.76,23.37,45.31,38.97,58.18,51.63,-1.707,-0.929,-0.778,15.05,20.46,24.79,43.1,53.53,66.63,72.82,6.143,7.288,-1.145,21.57,18.78,36.88,0.1277,0.7081,0.9311,1.0146,0.374,0.447,-0.02,8.88,0.53,90,68,36.82,35.05,37.76,49.72,48.01,44.76,35.47
2009/4/21,51.6,48.23,51.75,48.66,51.47,0.519,0.754,-0.235,36,48.72,18.11,21.6,17.54,80.84,82.33,61.93,58.93,0.574,-0.368,0.942,19.22,14.76,23.37,44.93,38.84,57.52,50.77,-1.716,-0.931,-0.785,15.05,20.46,24.79,42.79,53.43,66.31,72.71,6.134,7.286,-1.152,21.57,18.78,36.88,0.1145,0.5789,0.924,1.0103,0.357,0.446,-0.52,7.87,0.04,6,57,32.12,33.94,37.73,49.72,47.96,44.75,34.47
2009/4/22,50.7,38.82,47.44,37.64,45.72,0.438,0.691,-0.253,70.83,80,17.19,20.5,16.91,77.93,81.36,57.65,57.06,0.548,-0.373,0.921,19.22,14.76,23.37,43.76,38.45,55.01,49.22,-1.742,-0.936,-0.806,15.05,20.46,24.79,41.87,53.12,65.29,72.4,6.108,7.281,-1.173,21.57,18.78,36.88,0.1057,0.519,0.9028,1.01,0.317,0.447,-2.11,5.63,-1.61,11,46,29.19,33.91,36.71,49.77,47.99,44.79,34.13
2009/4/23,51.3,38.26,44.38,47.54,49.87,0.378,0.628,-0.25,45.83,62.86,16.15,21.13,16.66,79.87,82,60.6,58.32,0.56,-0.37,0.93,19.11,14.68,23.37,44.54,38.71,56.76,50.06,-1.724,-0.933,-0.791,15.05,20.46,24.79,42.48,53.33,65.97,72.61,6.125,7.284,-1.159,21.57,18.78,36.88,0.1258,0.524,0.8935,1.0094,0.287,0.445,-0.92,6.45,-0.37,75,74,29.53,33.38,36.52,48.86,48.01,44.63,33.4
2009/4/24,50.5,31.92,40.23,37.59,44.79,0.313,0.565,-0.252,77.78,85.71,16.89,19.65,16.01,77.28,81.14,56.57,56.62,0.536,-0.375,0.911,19.11,14.68,23.37,43.5,38.37,54.45,48.94,-1.748,-0.938,-0.81,15.05,20.46,24.79,41.66,53.05,65.05,72.33,6.102,7.28,-1.178,21.57,18.78,36.88,0.1227,0.5344,0.88,1.009,0.291,0.445,-2.33,4.42,-1.85,12,32,29.83,33.57,35.37,48.67,47.72,44.64,32.97
2009/4/27,50.5,27.95,36.14,37.59,44.79,0.244,0.501,-0.257,76.47,80.77,16.23,19.37,15.5,73.45,78.58,56.57,56.62,0.592,-0.182,0.774,18.82,14.45,22.64,43.5,38.37,54.45,48.94,-1.748,-0.938,-0.81,15.05,20.46,24.79,41.66,53.05,65.05,72.33,6.102,7.28,-1.178,21.57,18.78,36.88,0.1268,0.4625,0.8284,1.0022,0.289,0.445,-2.19,4.11,-1.77,87,26,29.78,33.57,35.27,48.43,47.61,44.62,31.97
2009/4/28,51,32.52,34.93,48.18,48.81,0.216,0.444,-0.228,47.06,60,17.91,18.41,14.49,75.18,79.15,59.78,57.82,0.614,-0.177,0.791,18.64,14.31,22.64,44.15,38.58,55.87,49.63,-1.733,-0.935,-0.798,15.05,20.46,24.79,42.17,53.22,65.63,72.5,6.117,7.283,-1.166,21.57,18.78,36.88,0.1321,0.5001,0.7969,0.9963,0.291,0.444,-1.18,4.84,-0.71,92,73,30.01,33.59,35.24,48.19,47.29,44.54,31.22
2009/4/29,51.6,43.9,37.92,58.69,53.34,0.224,0.4,-0.176,11.76,33.33,18.71,17.66,13.66,77.25,79.84,63.06,59.17,0.635,-0.173,0.808,18.53,14.23,22.64,44.93,38.84,57.52,50.77,-1.716,-0.931,-0.785,15.05,20.46,24.79,42.79,53.43,66.31,72.71,6.134,7.286,-1.152,21.57,18.78,36.88,0.138,0.4956,0.7942,0.9953,0.294,0.444,-0.11,5.76,0.54,78,91,30.04,33.6,35.16,48.14,47.3,44.48,30.64
2009/4/30,55.2,62.6,46.15,83.62,70.66,0.428,0.406,0.022,0,0,31.25,14.74,15.25,84.85,82.38,75.2,65.76,0.791,-0.142,0.933,23.3,13.37,23.63,49.58,40.39,64.31,55.93,-1.59,-0.906,-0.684,16.17,20.19,24.5,46.48,54.66,69.84,73.91,6.26,7.311,-1.051,22.43,18.58,37.05,0.128,0.7272,0.8195,0.995,0.369,0.448,6.57,12.65,7.61,93,97,37.94,37.22,36.66,49.06,47.32,44.92,39.89
2009/5/4,59,75.07,55.79,90.88,79.56,0.799,0.485,0.314,0,0,42.15,12.4,18.06,89.9,84.89,82.7,71.2,1.26,0.138,1.122,28.52,12.46,24.74,66.39,49.06,70.52,60.32,-0.99,-0.923,-0.067,19.28,19.44,22.78,50.38,55.96,72.85,75.07,6.427,7.345,-0.918,24.65,18.04,37.49,0.1278,0.81,0.8664,0.9998,0.421,0.452,13.21,19.82,15.07,82,97,42.96,39.84,38.68,49.65,47.95,45.4,46.76
2009/5/5,58,74.43,62,79.31,73.08,1.076,0.603,0.473,28.15,26.85,43.96,10.76,21.1,83.19,82.65,81.21,69.94,1.254,0.137,1.117,30.88,12.05,25.08,62.44,47.74,69.1,59.25,-0.995,-0.924,-0.071,20.74,19.09,23.05,49.35,55.62,70.86,74.29,6.426,7.344,-0.918,25.71,17.79,37.68,0.1168,0.8099,0.8704,0.998,0.418,0.453,10.7,17.29,13.16,54,80,43.68,40.2,38.35,49.46,47.86,45.42,45.83
2009/5/6,57.5,72.46,65.49,73.47,69.91,1.21,0.724,0.486,35.42,31.48,41.52,13.73,23.19,82.03,82.26,80.36,69.27,1.226,0.132,1.094,30.88,12.05,25.08,61.76,47.51,68.34,58.69,-1.023,-0.929,-0.094,20.74,19.09,23.05,48.84,55.45,69.53,73.8,6.411,7.341,-0.93,25.71,17.79,37.68,0.0969,0.7599,0.8372,0.9881,0.42,0.452,9.18,15.79,12.25,7,52,43.83,39.36,38.24,49.22,47.73,45.41,44.57
2009/5/7,56.5,67.93,66.3,62.04,63.78,1.257,0.831,0.426,67.69,40.74,39.18,14.97,24.73,79.71,81.49,78.4,67.84,1.189,0.124,1.065,30.88,12.05,25.08,60.4,47.06,66.71,57.54,-1.06,-0.937,-0.123,20.74,19.09,23.05,47.81,55.1,68.56,73.46,6.382,7.336,-0.954,25.71,17.79,37.68,0.0915,0.7664,0.841,0.9882,0.426,0.453,6.64,13.38,10.36,14,30,44.36,39.65,38.48,48.99,47.77,45.45,43.77
2009/5/8,56.3,64.29,65.63,59.72,62.56,1.246,0.914,0.332,83.64,42.99,37.39,17.18,25.61,79.25,81.34,77.97,67.53,1.173,0.121,1.052,30.88,12.05,25.08,60.13,46.97,66.36,57.3,-1.076,-0.94,-0.136,20.74,19.09,23.05,47.61,55.04,68.84,73.56,6.376,7.334,-0.958,25.71,17.79,37.68,0.0908,0.7259,0.8389,0.9878,0.425,0.453,5.88,12.56,10.03,36,24,41.97,39.13,38.38,48.78,47.71,45.44,42.48
2009/5/11,56.2,60.98,64.08,58.36,61.9,1.233,0.978,0.255,85.45,43.92,38.13,16.17,26.67,74.3,78.99,76.99,67.18,1.402,0.377,1.025,30.09,11.74,26.42,59.99,46.92,66.18,57.18,-1.079,-0.941,-0.138,20.74,19.09,23.05,47.51,55,66.41,72.75,6.373,7.334,-0.961,25.71,17.79,37.68,0.0899,0.6823,0.8115,0.9861,0.401,0.452,5.37,11.98,9.89,29,5,39.7,38.5,37.11,48.18,47.66,45.4,41.2
2009/5/12,55.4,54.89,61.02,47.5,56.61,1.162,1.015,0.147,86.67,53.4,36.17,17.91,27.18,72.28,78.32,69.99,64.49,1.37,0.371,0.999,29.77,12.33,26.25,58.9,46.56,64.7,56.19,-1.108,-0.946,-0.162,20.7,19.05,23.05,46.69,54.73,64.57,72.18,6.35,7.329,-0.979,25.71,17.79,37.68,0.0904,0.6551,0.7921,0.9813,0.383,0.452,3.61,10.04,8.4,73,8,40.05,38.63,37.16,47.34,47.36,45.38,40.34
2009/5/13,56.4,46.85,56.3,59.32,61.21,1.139,1.04,0.099,44,46.87,37.28,16.75,27.95,74.8,79.16,78.24,67.7,1.399,0.377,1.022,29.77,12.33,26.25,60.26,47.01,66.53,57.42,-1.079,-0.941,-0.138,20.7,19.05,23.05,47.71,55.07,66.47,72.77,6.379,7.335,-0.956,25.71,17.79,37.68,0.0939,0.6663,0.7943,0.9819,0.385,0.452,5.1,11.56,10.43,62,27,40.29,38.4,37.11,46.46,47.23,45.38,39.76
2009/5/14,54.5,31.75,48.12,38.65,50.01,1.018,1.036,-0.018,96.15,98.46,34.11,19.15,27.96,70.01,77.56,63.49,61.71,1.335,0.364,0.971,29.45,13.27,25.99,57.68,46.15,61.9,55.93,-1.143,-0.953,-0.19,20.59,18.94,23.05,45.76,54.42,62.72,71.65,6.323,7.324,-1.001,25.71,17.79,37.68,0.0911,0.7033,0.8067,0.9845,0.404,0.453,1.32,7.45,6.79,15,31,42.24,39.4,37.54,46.61,47.36,45.5,40.86
2009/5/15,54.8,23.22,39.82,42.6,51.56,0.933,1.015,-0.082,84.62,93.85,33.93,18.08,28.14,70.76,77.81,65.51,62.61,1.344,0.366,0.978,29.45,13.27,25.99,58.09,46.29,62.91,55.93,-1.135,-0.952,-0.183,20.59,18.94,23.05,46.07,54.52,64.02,72.02,6.332,7.326,-0.994,25.71,17.79,37.68,0.0916,0.6913,0.8083,0.9842,0.404,0.453,1.55,7.71,7.47,37,28,42.04,39.41,37.37,46.54,47.36,45.5,39.66
2009/5/18,56,31.27,36.97,56.57,57.45,0.884,0.989,-0.105,30.77,73.13,31.31,19.26,27.83,67.44,74.35,70.26,64.88,1.479,0.589,0.89,28.47,13.2,26.75,59.72,46.83,65.82,56.94,-1.102,-0.945,-0.157,20.55,18.9,23.05,47.3,54.93,64.76,72.24,6.367,7.333,-0.966,25.71,17.79,37.68,0.0933,0.7324,0.8194,0.9849,0.407,0.454,3.24,9.63,9.9,72,52,42.1,39.67,37.5,46.62,47.42,45.55,39.4
2009/5/19,57,49.13,41.02,65.36,61.75,0.913,0.974,-0.061,0,26.32,34.36,18.42,28,70.11,75.24,73.32,66.58,1.523,0.597,0.926,27.95,12.96,26.75,61.08,47.29,67.55,58.12,-1.073,-0.939,-0.134,20.55,18.9,23.05,48.33,55.28,66.03,72.63,6.396,7.338,-0.942,25.71,17.79,37.68,0.0989,0.7813,0.8215,0.9863,0.405,0.454,4.59,11.16,11.94,77,51,41.55,39.27,37.59,45.59,47.46,45.58,38.83
2009/5/20,56.2,56.56,46.2,54.36,56.66,0.888,0.957,-0.069,28.57,39.39,32.37,20.49,27.61,67.97,74.53,70.93,65.24,1.5,0.593,0.907,27.95,12.96,26.75,59.99,46.92,66.18,57.18,-1.096,-0.944,-0.152,20.55,18.9,23.05,47.51,55,67.37,73.06,6.373,7.334,-0.961,25.71,17.79,37.68,0.0878,0.7877,0.7913,0.9859,0.403,0.454,2.69,9.16,10.43,17,29,41.19,38.59,36.51,45.48,46.98,45.57,38.06
2009/5/21,56.6,66.28,52.89,58.7,58.56,0.871,0.94,-0.069,14.29,14.29,30.88,19.55,27.24,69.04,74.89,72.18,65.92,1.512,0.595,0.917,27.95,12.96,26.75,60.54,47.11,66.88,57.66,-1.085,-0.942,-0.143,20.55,18.9,23.05,47.92,55.14,66.95,72.92,6.385,7.336,-0.951,25.71,17.79,37.68,0.0927,0.8018,0.7939,0.9857,0.394,0.454,2.86,9.52,11.28,47,50,41.04,36.5,36.41,45.47,46.96,45.56,37.02
2009/5/22,56.2,68,57.93,52.46,55.84,0.837,0.919,-0.082,28.57,28.57,29.7,18.8,26.9,67.97,74.53,70.93,65.24,1.5,0.593,0.907,27.95,12.96,26.75,59.99,46.92,66.18,57.18,-1.096,-0.944,-0.152,20.55,18.9,23.05,47.51,55,65.63,72.5,6.373,7.334,-0.961,25.71,17.79,37.68,0.0907,0.7957,0.7948,0.9853,0.395,0.454,1.68,8.35,10.55,27,46,40.5,35.27,36.36,45.48,46.93,45.56,35.98
2009/5/25,55.7,63.19,59.68,44.99,52.46,0.777,0.891,-0.114,68.42,46.43,27.19,20.98,25.9,63.31,70.79,66.28,63.47,1.602,0.795,0.807,27,12.52,27.46,59.31,46.7,65.27,56.57,-1.111,-0.947,-0.164,20.55,18.9,23.05,46.99,54.83,66.74,72.85,6.358,7.331,-0.973,25.71,17.79,37.68,0.0881,0.8112,0.7794,0.9849,0.39,0.454,0.31,7.02,9.62,27,23,40.71,35.34,35.72,45.5,46.94,45.52,35.07
2009/5/26,56.6,70.7,63.35,58.34,57.59,0.753,0.863,-0.11,16.67,14.29,25.63,19.78,24.97,65.96,71.67,72.47,66,1.629,0.8,0.829,27,12.52,27.46,60.54,47.11,66.88,57.66,-1.085,-0.942,-0.143,20.55,18.9,23.05,47.92,55.14,66.52,72.78,6.385,7.336,-0.951,25.71,17.79,37.68,0.0919,0.7752,0.7635,0.9851,0.391,0.454,1.37,8.34,11.44,85,32,40.25,35.4,35.56,44.51,46.97,45.55,34.58
2009/5/27,60.4,80.47,69.06,81.74,71.86,0.906,0.872,0.034,0,0,36.94,16.54,25.91,77.17,75.41,81.71,71.84,1.791,0.833,0.958,31.35,11.74,28.09,65.71,48.83,72.3,61.72,-0.973,-0.919,-0.054,20.55,18.9,23.05,51.81,56.44,71.02,74.35,6.496,7.358,-0.862,25.71,17.79,37.68,0.1086,0.9451,0.7981,0.9946,0.434,0.458,7.27,15.03,18.94,88,88,45.38,38.76,37.28,45.24,47.58,46.04,42.23
2009/6/1,59,78.65,72.26,64.94,63.16,1.004,0.898,0.106,29.09,25,34.51,15.08,26.86,79.18,76.67,70.77,67.12,2.011,1.069,0.942,30.51,11.29,29.37,74.56,57.41,67.23,61.72,-0.462,-0.828,0.366,20.12,18.51,21.7,50.38,55.96,69.21,73.69,6.455,7.35,-0.895,25.71,17.79,37.68,0.0833,1.0341,0.7938,0.9948,0.446,0.459,4.1,11.9,16.22,16,83,46.71,39.32,37.63,45.26,47.63,46.06,41.99
2009/6/2,59.9,81.52,75.35,69.91,66.09,1.094,0.937,0.157,12.73,10.94,33.02,14.42,27.74,81.83,77.55,77.43,70.08,2.037,1.074,0.963,30.51,11.29,29.37,75.78,57.81,70.4,61.72,-0.436,-0.822,0.386,20.12,18.51,21.7,51.3,56.27,69.75,73.88,6.481,7.355,-0.874,25.71,17.79,37.68,0.0899,1.021,0.7888,0.9949,0.447,0.459,5.25,13.13,18.02,82,78,46.77,39.24,37.68,44.51,47.66,46.09,41.14
2009/6/3,59.8,82.83,77.84,68.56,65.45,1.143,0.978,0.165,16,14.55,31.39,14.61,28.36,81.54,77.45,76.63,69.74,2.035,1.073,0.962,30.51,11.29,29.37,75.64,57.77,70.03,61.72,-0.438,-0.823,0.385,20.12,18.51,21.7,51.2,56.23,69.71,73.86,6.478,7.355,-0.877,25.71,17.79,37.68,0.0983,0.9618,0.7862,0.9937,0.448,0.458,5,12.55,17.84,67,59,41.02,39.03,37.69,44.46,47.65,46.03,39.89
